    1,2009-07-01T17:49:10.557,-10.5323,212.6893,3395.190,3656.485,-28.9174,3448.0234, 38.03, 2.500
    2,2009-07-01T17:49:10.706,-10.5243,212.6883,3395.191,3656.489,-28.9179,3448.0204, 38.04, 2.500
    3,2009-07-01T17:49:10.854,-10.5163,212.6873,3395.191,3656.493,-28.9183,3448.0173, 38.04, 2.500
    4,2009-07-01T17:49:10.991,-10.5090,212.6864,3395.192,3656.497,-28.9187,3448.0145, 38.04, 2.500
    5,2009-07-01T17:49:11.140,-10.5010,212.6854,3395.193,3656.502,-28.9192,3448.0114, 38.04, 2.500
    6,2009-07-01T17:49:11.288,-10.4931,212.6844,3395.193,3656.506,-28.9197,3448.0083, 38.05, 2.500
    7,2009-07-01T17:49:11.425,-10.4857,212.6835,3395.194,3656.510,-28.9201,3448.0055, 38.05, 2.500
    8,2009-07-01T17:49:11.574,-10.4777,212.6826,3395.195,3656.514,-28.9205,3448.0024, 38.05, 2.500
    9,2009-07-01T17:49:11.722,-10.4698,212.6816,3395.195,3656.519,-28.9210,3447.9994, 38.06, 2.500
   10,2009-07-01T17:49:11.859,-10.4624,212.6807,3395.196,3656.523,-28.9214,3447.9965, 38.06, 2.500
   11,2009-07-01T17:49:12.008,-10.4545,212.6797,3395.196,3656.527,-28.9219,3447.9935, 38.06, 2.500
   12,2009-07-01T17:49:12.156,-10.4465,212.6787,3395.197,3656.531,-28.9223,3447.9904, 38.07, 2.500
   13,2009-07-01T17:49:12.294,-10.4391,212.6778,3395.198,3656.535,-28.9227,3447.9876, 38.07, 2.500
   14,2009-07-01T17:49:12.442,-10.4312,212.6768,3395.198,3656.540,-28.9232,3447.9845, 38.07, 2.500
   15,2009-07-01T17:49:12.591,-10.4232,212.6758,3395.199,3656.544,-28.9236,3447.9814, 38.07, 2.500
   16,2009-07-01T17:49:12.728,-10.4159,212.6749,3395.200,3656.548,-28.9240,3447.9786, 38.08, 2.500
   17,2009-07-01T17:49:12.876,-10.4079,212.6739,3395.200,3656.552,-28.9245,3447.9755, 38.08, 2.500
   18,2009-07-01T17:49:13.025,-10.3999,212.6730,3395.201,3656.557,-28.9249,3447.9724, 38.08, 2.500
   19,2009-07-01T17:49:13.162,-10.3926,212.6720,3395.202,3656.561,-28.9254,3447.9696, 38.09, 2.500
   20,2009-07-01T17:49:13.310,-10.3846,212.6711,3395.202,3656.565,-28.9258,3447.9665, 38.09, 2.500
   21,2009-07-01T17:49:13.459,-10.3766,212.6701,3395.203,3656.569,-28.9263,3447.9634, 38.09, 2.500
   22,2009-07-01T17:49:13.596,-10.3693,212.6692,3395.204,3656.573,-28.9267,3447.9606, 38.09, 2.500
   23,2009-07-01T17:49:13.744,-10.3613,212.6682,3395.204,3656.578,-28.9271,3447.9575, 38.10, 2.500
   24,2009-07-01T17:49:13.893,-10.3534,212.6672,3395.205,3656.582,-28.9276,3447.9544, 38.10, 2.500
   25,2009-07-01T17:49:14.030,-10.3460,212.6663,3395.206,3656.586,-28.9280,3447.9516, 38.10, 2.500
   26,2009-07-01T17:49:14.178,-10.3380,212.6653,3395.206,3656.590,-28.9284,3447.9485, 38.11, 2.500
   27,2009-07-01T17:49:14.327,-10.3301,212.6643,3395.207,3656.595,-28.9289,3447.9454, 38.11, 2.500
   28,2009-07-01T17:49:14.464,-10.3227,212.6634,3395.208,3656.599,-28.9293,3447.9426, 38.11, 2.500
   29,2009-07-01T17:49:14.613,-10.3148,212.6624,3395.208,3656.603,-28.9297,3447.9395, 38.12, 2.500
