    1,2019-11-16T02:59:31.729, -5.5985,212.4115,3395.600,3661.416,-29.9280,3444.7046, 57.10, 1.625
    2,2019-11-16T02:59:31.878, -5.5905,212.4105,3395.601,3661.420,-29.9272,3444.7007, 57.09, 1.625
    3,2019-11-16T02:59:32.026, -5.5826,212.4095,3395.602,3661.425,-29.9263,3444.6968, 57.09, 1.625
    4,2019-11-16T02:59:32.163, -5.5753,212.4086,3395.602,3661.429,-29.9254,3444.6931, 57.08, 1.625
    5,2019-11-16T02:59:32.312, -5.5673,212.4076,3395.603,3661.433,-29.9245,3444.6892, 57.08, 1.625
    6,2019-11-16T02:59:32.460, -5.5594,212.4067,3395.604,3661.438,-29.9237,3444.6853, 57.07, 1.625
    7,2019-11-16T02:59:32.597, -5.5521,212.4057,3395.604,3661.442,-29.9228,3444.6817, 57.07, 1.625
    8,2019-11-16T02:59:32.746, -5.5441,212.4048,3395.605,3661.446,-29.9219,3444.6778, 57.06, 1.625
    9,2019-11-16T02:59:32.894, -5.5362,212.4038,3395.606,3661.451,-29.9210,3444.6739, 57.06, 1.625
   10,2019-11-16T02:59:33.031, -5.5288,212.4029,3395.607,3661.455,-29.9202,3444.6702, 57.05, 1.625
   11,2019-11-16T02:59:33.180, -5.5209,212.4019,3395.607,3661.459,-29.9193,3444.6663, 57.05, 1.625
   12,2019-11-16T02:59:33.328, -5.5129,212.4009,3395.608,3661.463,-29.9184,3444.6624, 57.04, 1.625
   13,2019-11-16T02:59:33.466, -5.5056,212.4000,3395.609,3661.468,-29.9176,3444.6588, 57.04, 1.625
   14,2019-11-16T02:59:33.614, -5.4977,212.3990,3395.610,3661.472,-29.9167,3444.6549, 57.03, 1.625
   15,2019-11-16T02:59:33.763, -5.4897,212.3980,3395.610,3661.476,-29.9158,3444.6509, 57.03, 1.625
   16,2019-11-16T02:59:33.911, -5.4818,212.3970,3395.611,3661.481,-29.9149,3444.6470, 57.03, 1.625
   17,2019-11-16T02:59:34.048, -5.4744,212.3961,3395.612,3661.485,-29.9141,3444.6434, 57.02, 1.625
   18,2019-11-16T02:59:34.197, -5.4665,212.3951,3395.613,3661.489,-29.9132,3444.6395, 57.02, 1.625
   19,2019-11-16T02:59:34.345, -5.4586,212.3941,3395.613,3661.494,-29.9123,3444.6356, 57.01, 1.625
