X Pixel,Y Pixel (Pixel depth from top of image),Lat,Lon,Delay (microsec)
986,2385,  2.0476,211.0712,89.4375
987,2386,  2.0555,211.0702,89.475
988,2386,  2.0629,211.0693,89.475
989,2387,  2.0708,211.0683,89.5125
990,2387,  2.0787,211.0674,89.5125
991,2388,  2.0861,211.0665,89.55
992,2389,  2.0940,211.0655,89.58749999999999
993,2389,  2.1019,211.0645,89.58749999999999
994,2390,  2.1099,211.0635,89.625
995,2390,  2.1172,211.0626,89.625
996,2391,  2.1251,211.0617,89.6625
997,2391,  2.1330,211.0607,89.6625
998,2392,  2.1404,211.0598,89.7
999,2392,  2.1483,211.0588,89.7
1000,2392,  2.1562,211.0578,89.7
1001,2392,  2.1642,211.0568,89.7
1002,2392,  2.1715,211.0559,89.7
1003,2392,  2.1794,211.0550,89.7
1004,2392,  2.1874,211.0540,89.7
1005,2392,  2.1947,211.0531,89.7
1006,2391,  2.2026,211.0521,89.6625
1103,2391,  2.9550,210.9595,89.6625
1104,2392,  2.9623,210.9586,89.7
1105,2392,  2.9702,210.9576,89.7
1106,2392,  2.9781,210.9566,89.7
1107,2392,  2.9861,210.9557,89.7
1108,2392,  2.9934,210.9548,89.7
1109,2392,  3.0013,210.9538,89.7
1110,2392,  3.0093,210.9528,89.7
1111,2392,  3.0166,210.9519,89.7
1112,2392,  3.0245,210.9509,89.7
1113,2392,  3.0324,210.9499,89.7
1114,2392,  3.0404,210.9490,89.7
1115,2392,  3.0477,210.9481,89.7
1116,2392,  3.0556,210.9471,89.7
1117,2392,  3.0636,210.9461,89.7
1118,2392,  3.0709,210.9452,89.7
1119,2392,  3.0788,210.9442,89.7
1120,2392,  3.0867,210.9433,89.7
1121,2392,  3.0947,210.9423,89.7
1122,2392,  3.1020,210.9414,89.7
1123,2392,  3.1099,210.9404,89.7
1124,2392,  3.1178,210.9394,89.7
1125,2392,  3.1252,210.9385,89.7
1126,2392,  3.1331,210.9375,89.7
1127,2392,  3.1410,210.9366,89.7
1128,2392,  3.1490,210.9356,89.7
1129,2393,  3.1563,210.9347,89.7375
1130,2393,  3.1642,210.9337,89.7375
1131,2393,  3.1721,210.9327,89.7375
1132,2393,  3.1795,210.9318,89.7375
1133,2393,  3.1874,210.9309,89.7375
1134,2393,  3.1953,210.9299,89.7375
1135,2393,  3.2026,210.9290,89.7375
1136,2393,  3.2106,210.9280,89.7375
1137,2394,  3.2185,210.9270,89.77499999999999
1138,2394,  3.2264,210.9260,89.77499999999999
1139,2394,  3.2338,210.9251,89.77499999999999
1140,2394,  3.2417,210.9242,89.77499999999999
1141,2394,  3.2496,210.9232,89.77499999999999
1142,2394,  3.2569,210.9223,89.77499999999999
1143,2395,  3.2649,210.9213,89.8125
1144,2395,  3.2728,210.9203,89.8125
1145,2395,  3.2807,210.9194,89.8125
1146,2395,  3.2881,210.9185,89.8125
1147,2395,  3.2960,210.9175,89.8125
1148,2395,  3.3039,210.9165,89.8125
1149,2395,  3.3112,210.9156,89.8125
1150,2395,  3.3192,210.9146,89.8125
1151,2395,  3.3271,210.9136,89.8125
1152,2395,  3.3350,210.9127,89.8125
1153,2395,  3.3423,210.9118,89.8125
1154,2395,  3.3503,210.9108,89.8125
1155,2395,  3.3582,210.9098,89.8125
1156,2395,  3.3655,210.9089,89.8125
1157,2395,  3.3735,210.9079,89.8125
1158,2395,  3.3814,210.9070,89.8125
1159,2395,  3.3893,210.9060,89.8125
1160,2395,  3.3966,210.9051,89.8125
1161,2395,  3.4046,210.9041,89.8125
1162,2395,  3.4125,210.9031,89.8125
1163,2395,  3.4198,210.9022,89.8125
1164,2395,  3.4278,210.9012,89.8125
1165,2396,  3.4357,210.9003,89.85
1166,2396,  3.4436,210.8993,89.85
1167,2396,  3.4509,210.8984,89.85
1168,2396,  3.4589,210.8974,89.85
1169,2396,  3.4668,210.8964,89.85
1170,2396,  3.4741,210.8955,89.85
1171,2397,  3.4820,210.8946,89.8875
1172,2397,  3.4900,210.8936,89.8875
1173,2397,  3.4979,210.8926,89.8875
1174,2397,  3.5052,210.8917,89.8875
1175,2397,  3.5132,210.8907,89.8875
1176,2397,  3.5211,210.8897,89.8875
1177,2397,  3.5284,210.8888,89.8875
1178,2397,  3.5363,210.8879,89.8875
1179,2398,  3.5443,210.8869,89.925
1180,2398,  3.5516,210.8860,89.925
1181,2398,  3.5595,210.8850,89.925
1182,2398,  3.5674,210.8840,89.925
1183,2398,  3.5754,210.8831,89.925
1184,2398,  3.5827,210.8822,89.925
1185,2398,  3.5906,210.8812,89.925
1186,2398,  3.5986,210.8802,89.925
1187,2398,  3.6059,210.8793,89.925
1188,2398,  3.6138,210.8783,89.925
1189,2398,  3.6217,210.8773,89.925
1190,2398,  3.6297,210.8764,89.925
1191,2398,  3.6370,210.8755,89.925
1192,2398,  3.6449,210.8745,89.925
1193,2398,  3.6528,210.8735,89.925
1194,2398,  3.6602,210.8726,89.925
1195,2398,  3.6681,210.8716,89.925
1196,2398,  3.6760,210.8707,89.925
1197,2398,  3.6839,210.8697,89.925
1198,2398,  3.6913,210.8688,89.925
1199,2397,  3.6992,210.8678,89.8875
1200,2397,  3.7071,210.8668,89.8875
1201,2397,  3.7144,210.8659,89.8875
1202,2397,  3.7224,210.8649,89.8875
1203,2396,  3.7303,210.8640,89.85
1204,2396,  3.7382,210.8630,89.85
1205,2396,  3.7456,210.8621,89.85
1206,2396,  3.7535,210.8611,89.85
1207,2396,  3.7614,210.8601,89.85
1208,2396,  3.7687,210.8592,89.85
1209,2395,  3.7767,210.8583,89.8125
1210,2395,  3.7846,210.8573,89.8125
1211,2395,  3.7925,210.8563,89.8125
1212,2395,  3.7998,210.8554,89.8125
1213,2395,  3.8078,210.8544,89.8125
1214,2395,  3.8157,210.8534,89.8125
1215,2394,  3.8230,210.8525,89.77499999999999
1216,2394,  3.8309,210.8516,89.77499999999999
1217,2394,  3.8389,210.8506,89.77499999999999
1218,2394,  3.8468,210.8496,89.77499999999999
1219,2394,  3.8541,210.8487,89.77499999999999
1220,2394,  3.8621,210.8477,89.77499999999999
1221,2394,  3.8700,210.8468,89.77499999999999
1222,2393,  3.8773,210.8459,89.7375
1223,2393,  3.8852,210.8449,89.7375
1224,2393,  3.8932,210.8439,89.7375
1225,2393,  3.9011,210.8429,89.7375
1226,2393,  3.9084,210.8420,89.7375
1227,2393,  3.9163,210.8410,89.7375
1228,2393,  3.9243,210.8401,89.7375
1229,2393,  3.9316,210.8392,89.7375
1230,2393,  3.9395,210.8382,89.7375
1231,2393,  3.9474,210.8372,89.7375
1232,2393,  3.9554,210.8362,89.7375
1233,2393,  3.9627,210.8353,89.7375
1234,2393,  3.9706,210.8344,89.7375
1235,2393,  3.9786,210.8334,89.7375
1236,2394,  3.9859,210.8325,89.77499999999999
1237,2394,  3.9938,210.8315,89.77499999999999
1238,2394,  4.0017,210.8305,89.77499999999999
1239,2394,  4.0097,210.8295,89.77499999999999
1240,2393,  4.0170,210.8286,89.7375
1241,2393,  4.0249,210.8277,89.7375
1242,2393,  4.0328,210.8267,89.7375
1243,2393,  4.0402,210.8258,89.7375
1244,2393,  4.0481,210.8248,89.7375
1245,2393,  4.0560,210.8238,89.7375
1246,2393,  4.0639,210.8228,89.7375
1247,2393,  4.0713,210.8219,89.7375
1248,2393,  4.0792,210.8210,89.7375
1249,2393,  4.0871,210.8200,89.7375
1250,2393,  4.0944,210.8191,89.7375
1251,2393,  4.1024,210.8181,89.7375
1252,2393,  4.1103,210.8171,89.7375
1253,2393,  4.1182,210.8162,89.7375
1254,2393,  4.1255,210.8153,89.7375
1255,2393,  4.1335,210.8143,89.7375
1256,2393,  4.1414,210.8133,89.7375
1257,2393,  4.1487,210.8124,89.7375
1258,2393,  4.1566,210.8114,89.7375
1259,2393,  4.1646,210.8104,89.7375
1260,2393,  4.1725,210.8095,89.7375
1261,2393,  4.1798,210.8086,89.7375
1262,2393,  4.1877,210.8076,89.7375
1263,2393,  4.1957,210.8066,89.7375
1264,2393,  4.2030,210.8057,89.7375
1265,2393,  4.2109,210.8047,89.7375
1266,2393,  4.2188,210.8037,89.7375
1267,2393,  4.2268,210.8028,89.7375
1268,2393,  4.2341,210.8019,89.7375
1269,2393,  4.2420,210.8009,89.7375
1270,2392,  4.2500,210.7999,89.7
1271,2392,  4.2573,210.7990,89.7
1272,2392,  4.2652,210.7980,89.7
1273,2392,  4.2731,210.7971,89.7
1274,2392,  4.2811,210.7961,89.7
1275,2392,  4.2884,210.7952,89.7
1276,2392,  4.2963,210.7942,89.7
1277,2392,  4.3042,210.7932,89.7
1278,2392,  4.3115,210.7923,89.7
1279,2392,  4.3195,210.7913,89.7
1280,2392,  4.3274,210.7904,89.7
1281,2392,  4.3353,210.7894,89.7
1282,2392,  4.3426,210.7885,89.7
1283,2392,  4.3506,210.7875,89.7
1284,2391,  4.3585,210.7865,89.6625
1285,2391,  4.3658,210.7856,89.6625
1286,2391,  4.3738,210.7846,89.6625
1287,2391,  4.3817,210.7837,89.6625
1288,2391,  4.3896,210.7827,89.6625
1289,2391,  4.3969,210.7818,89.6625
1290,2391,  4.4049,210.7808,89.6625
1291,2391,  4.4128,210.7798,89.6625
1292,2391,  4.4201,210.7789,89.6625
1293,2390,  4.4280,210.7780,89.625
1294,2390,  4.4360,210.7770,89.625
1295,2390,  4.4439,210.7760,89.625
1296,2390,  4.4512,210.7751,89.625
1297,2390,  4.4591,210.7741,89.625
1298,2390,  4.4671,210.7731,89.625
1299,2390,  4.4744,210.7722,89.625
1300,2390,  4.4823,210.7713,89.625
1301,2390,  4.4902,210.7703,89.625
1302,2389,  4.4982,210.7693,89.58749999999999
1303,2389,  4.5055,210.7684,89.58749999999999
1304,2389,  4.5134,210.7674,89.58749999999999
1305,2389,  4.5213,210.7664,89.58749999999999
1306,2389,  4.5287,210.7655,89.58749999999999
1307,2389,  4.5366,210.7646,89.58749999999999
1308,2389,  4.5445,210.7636,89.58749999999999
1309,2388,  4.5524,210.7626,89.55
1310,2388,  4.5598,210.7617,89.55
1311,2388,  4.5677,210.7607,89.55
1312,2388,  4.5756,210.7598,89.55
1313,2388,  4.5829,210.7589,89.55
1314,2387,  4.5909,210.7579,89.5125
1315,2387,  4.5988,210.7569,89.5125
1316,2387,  4.6067,210.7559,89.5125
1317,2387,  4.6140,210.7550,89.5125
1318,2386,  4.6220,210.7540,89.475
1319,2386,  4.6299,210.7531,89.475
1320,2386,  4.6372,210.7522,89.475
1321,2385,  4.6451,210.7512,89.4375
1322,2385,  4.6531,210.7502,89.4375
1323,2385,  4.6610,210.7492,89.4375
1324,2385,  4.6683,210.7483,89.4375
1325,2384,  4.6762,210.7473,89.39999999999999
1326,2384,  4.6842,210.7464,89.39999999999999
1327,2384,  4.6915,210.7455,89.39999999999999
1328,2384,  4.6994,210.7445,89.39999999999999
1329,2384,  4.7073,210.7435,89.39999999999999
1330,2384,  4.7152,210.7425,89.39999999999999
1331,2384,  4.7226,210.7416,89.39999999999999
1332,2383,  4.7305,210.7406,89.3625
1333,2383,  4.7384,210.7397,89.3625
1334,2382,  4.7457,210.7388,89.325
1335,2382,  4.7537,210.7378,89.325
1336,2381,  4.7616,210.7368,89.2875
1337,2381,  4.7695,210.7358,89.2875
1338,2380,  4.7768,210.7349,89.25
1339,2380,  4.7848,210.7340,89.25
1340,2380,  4.7927,210.7330,89.25
1341,2379,  4.8006,210.7320,89.21249999999999
