X Pixel,Y Pixel (Pixel depth from top of image),Lat,Lon,Delay (microsec)
1820,2411,  3.2074,211.2083,90.4125
1821,2411,  3.2153,211.2073,90.4125
1822,2411,  3.2232,211.2063,90.4125
1823,2411,  3.2306,211.2054,90.4125
1824,2411,  3.2385,211.2044,90.4125
1825,2411,  3.2464,211.2034,90.4125
1826,2411,  3.2543,211.2024,90.4125
1827,2411,  3.2617,211.2015,90.4125
1828,2411,  3.2696,211.2005,90.4125
1829,2411,  3.2775,211.1995,90.4125
1830,2412,  3.2848,211.1986,90.45
1831,2412,  3.2928,211.1976,90.45
1832,2412,  3.3007,211.1967,90.45
1833,2412,  3.3086,211.1957,90.45
1834,2412,  3.3159,211.1948,90.45
1835,2412,  3.3239,211.1938,90.45
1836,2412,  3.3318,211.1928,90.45
1837,2412,  3.3391,211.1919,90.45
1838,2412,  3.3470,211.1909,90.45
1839,2412,  3.3550,211.1899,90.45
1840,2412,  3.3629,211.1889,90.45
1841,2412,  3.3702,211.1880,90.45
1842,2412,  3.3782,211.1870,90.45
1843,2412,  3.3861,211.1861,90.45
1844,2412,  3.3934,211.1851,90.45
1845,2412,  3.4013,211.1842,90.45
1846,2412,  3.4093,211.1832,90.45
1847,2412,  3.4172,211.1822,90.45
1848,2413,  3.4245,211.1813,90.4875
1849,2413,  3.4324,211.1803,90.4875
1850,2413,  3.4404,211.1793,90.4875
1851,2413,  3.4477,211.1784,90.4875
1852,2413,  3.4556,211.1774,90.4875
1853,2413,  3.4635,211.1764,90.4875
1854,2413,  3.4715,211.1755,90.4875
1855,2413,  3.4788,211.1745,90.4875
1856,2413,  3.4867,211.1736,90.4875
1857,2413,  3.4946,211.1726,90.4875
1858,2413,  3.5020,211.1717,90.4875
1859,2413,  3.5099,211.1707,90.4875
1860,2413,  3.5178,211.1697,90.4875
1861,2413,  3.5257,211.1687,90.4875
1862,2413,  3.5331,211.1678,90.4875
1863,2413,  3.5410,211.1668,90.4875
1864,2413,  3.5489,211.1658,90.4875
1865,2413,  3.5562,211.1649,90.4875
1866,2413,  3.5642,211.1639,90.4875
1867,2413,  3.5721,211.1630,90.4875
1868,2413,  3.5800,211.1620,90.4875
1869,2413,  3.5873,211.1611,90.4875
1870,2413,  3.5953,211.1601,90.4875
1871,2413,  3.6032,211.1591,90.4875
1872,2413,  3.6105,211.1582,90.4875
1873,2413,  3.6184,211.1572,90.4875
1874,2413,  3.6264,211.1562,90.4875
1875,2413,  3.6343,211.1552,90.4875
1876,2413,  3.6416,211.1543,90.4875
1877,2413,  3.6495,211.1533,90.4875
1878,2413,  3.6575,211.1523,90.4875
1879,2412,  3.6648,211.1514,90.45
1880,2412,  3.6727,211.1504,90.45
1881,2412,  3.6806,211.1495,90.45
1882,2412,  3.6886,211.1485,90.45
1883,2412,  3.6959,211.1476,90.45
1884,2412,  3.7038,211.1466,90.45
1885,2412,  3.7117,211.1456,90.45
1886,2412,  3.7191,211.1447,90.45
1887,2412,  3.7270,211.1437,90.45
1888,2412,  3.7349,211.1427,90.45
1889,2412,  3.7428,211.1417,90.45
1890,2412,  3.7502,211.1408,90.45
1891,2412,  3.7581,211.1398,90.45
1892,2411,  3.7660,211.1389,90.4125
1893,2411,  3.7733,211.1379,90.4125
1894,2411,  3.7813,211.1370,90.4125
1895,2411,  3.7892,211.1360,90.4125
1896,2411,  3.7971,211.1350,90.4125
1897,2411,  3.8044,211.1341,90.4125
1898,2411,  3.8124,211.1331,90.4125
1899,2411,  3.8203,211.1321,90.4125
1900,2411,  3.8276,211.1312,90.4125
1901,2411,  3.8355,211.1302,90.4125
1902,2411,  3.8435,211.1292,90.4125
1903,2410,  3.8514,211.1282,90.375
1904,2410,  3.8587,211.1273,90.375
1905,2410,  3.8666,211.1264,90.375
1906,2410,  3.8746,211.1254,90.375
1907,2410,  3.8819,211.1245,90.375
1908,2410,  3.8898,211.1235,90.375
1909,2410,  3.8977,211.1225,90.375
1910,2410,  3.9057,211.1215,90.375
1911,2410,  3.9130,211.1206,90.375
1912,2410,  3.9209,211.1196,90.375
1913,2410,  3.9288,211.1186,90.375
1914,2410,  3.9361,211.1177,90.375
1915,2410,  3.9441,211.1167,90.375
1916,2410,  3.9520,211.1157,90.375
1917,2410,  3.9599,211.1148,90.375
1918,2410,  3.9672,211.1138,90.375
1919,2410,  3.9752,211.1129,90.375
1920,2410,  3.9831,211.1119,90.375
1921,2410,  3.9904,211.1110,90.375
1922,2410,  3.9983,211.1100,90.375
1923,2410,  4.0063,211.1090,90.375
1924,2410,  4.0142,211.1080,90.375
1925,2409,  4.0215,211.1071,90.33749999999999
1926,2409,  4.0294,211.1061,90.33749999999999
1927,2409,  4.0374,211.1051,90.33749999999999
1928,2409,  4.0447,211.1042,90.33749999999999
1929,2409,  4.0526,211.1032,90.33749999999999
1930,2409,  4.0605,211.1023,90.33749999999999
1931,2409,  4.0685,211.1013,90.33749999999999
1932,2409,  4.0758,211.1004,90.33749999999999
1933,2409,  4.0837,211.0994,90.33749999999999
1934,2409,  4.0916,211.0984,90.33749999999999
1935,2409,  4.0990,211.0975,90.33749999999999
1936,2409,  4.1069,211.0965,90.33749999999999
1937,2409,  4.1148,211.0955,90.33749999999999
1938,2409,  4.1227,211.0945,90.33749999999999
1939,2409,  4.1301,211.0936,90.33749999999999
1957,2409,  4.2697,211.0763,90.33749999999999
1958,2409,  4.2776,211.0753,90.33749999999999
1959,2409,  4.2855,211.0743,90.33749999999999
1960,2409,  4.2929,211.0734,90.33749999999999
1961,2409,  4.3008,211.0724,90.33749999999999
1962,2409,  4.3087,211.0714,90.33749999999999
1963,2409,  4.3160,211.0705,90.33749999999999
1964,2409,  4.3239,211.0695,90.33749999999999
1965,2409,  4.3319,211.0685,90.33749999999999
1966,2409,  4.3398,211.0675,90.33749999999999
1967,2409,  4.3471,211.0666,90.33749999999999
1968,2409,  4.3550,211.0656,90.33749999999999
1969,2409,  4.3630,211.0647,90.33749999999999
1970,2409,  4.3703,211.0638,90.33749999999999
1971,2409,  4.3782,211.0628,90.33749999999999
1972,2409,  4.3861,211.0618,90.33749999999999
1973,2409,  4.3941,211.0608,90.33749999999999
1974,2409,  4.4014,211.0599,90.33749999999999
1975,2409,  4.4093,211.0589,90.33749999999999
1976,2409,  4.4172,211.0579,90.33749999999999
1977,2410,  4.4245,211.0570,90.375
1978,2410,  4.4325,211.0560,90.375
1979,2410,  4.4404,211.0550,90.375
1980,2410,  4.4483,211.0541,90.375
1981,2410,  4.4556,211.0531,90.375
1982,2410,  4.4636,211.0522,90.375
1983,2410,  4.4715,211.0512,90.375
1984,2410,  4.4794,211.0502,90.375
1985,2410,  4.4867,211.0493,90.375
1986,2410,  4.4947,211.0483,90.375
1987,2410,  4.5026,211.0473,90.375
1988,2410,  4.5099,211.0464,90.375
1989,2410,  4.5178,211.0454,90.375
1990,2410,  4.5258,211.0444,90.375
1991,2410,  4.5337,211.0434,90.375
1992,2410,  4.5410,211.0425,90.375
1993,2410,  4.5489,211.0415,90.375
1994,2410,  4.5569,211.0406,90.375
1995,2410,  4.5642,211.0397,90.375
1996,2410,  4.5721,211.0387,90.375
1997,2411,  4.5800,211.0377,90.4125
1998,2410,  4.5879,211.0367,90.375
1999,2411,  4.5953,211.0358,90.4125
2000,2411,  4.6032,211.0348,90.4125
2001,2411,  4.6111,211.0338,90.4125
2002,2411,  4.6184,211.0329,90.4125
2003,2411,  4.6264,211.0319,90.4125
2004,2411,  4.6343,211.0309,90.4125
2005,2411,  4.6422,211.0299,90.4125
2006,2411,  4.6495,211.0290,90.4125
2007,2411,  4.6574,211.0281,90.4125
2008,2411,  4.6654,211.0271,90.4125
2009,2411,  4.6727,211.0262,90.4125
2010,2411,  4.6806,211.0252,90.4125
2011,2411,  4.6885,211.0242,90.4125
2012,2411,  4.6965,211.0232,90.4125
2013,2411,  4.7038,211.0223,90.4125
2014,2411,  4.7117,211.0213,90.4125
2015,2411,  4.7196,211.0203,90.4125
2016,2411,  4.7269,211.0194,90.4125
2017,2411,  4.7349,211.0184,90.4125
2018,2411,  4.7428,211.0174,90.4125
2019,2411,  4.7507,211.0164,90.4125
2020,2411,  4.7580,211.0155,90.4125
2021,2410,  4.7660,211.0146,90.375
2022,2410,  4.7739,211.0136,90.375
2023,2410,  4.7812,211.0127,90.375
2024,2410,  4.7891,211.0117,90.375
2025,2410,  4.7970,211.0107,90.375
2026,2410,  4.8050,211.0097,90.375
2027,2410,  4.8123,211.0088,90.375
2028,2410,  4.8202,211.0078,90.375
2029,2410,  4.8281,211.0068,90.375
2030,2409,  4.8361,211.0058,90.33749999999999
2031,2409,  4.8434,211.0049,90.33749999999999
2032,2409,  4.8513,211.0039,90.33749999999999
2033,2409,  4.8592,211.0029,90.33749999999999
2034,2408,  4.8665,211.0020,90.3
2035,2408,  4.8745,211.0011,90.3
2036,2408,  4.8824,211.0001,90.3
2037,2408,  4.8903,210.9991,90.3
2038,2407,  4.8976,210.9982,90.2625
2039,2407,  4.9056,210.9972,90.2625
2040,2407,  4.9135,210.9962,90.2625
2041,2407,  4.9208,210.9953,90.2625
2042,2406,  4.9287,210.9943,90.225
2043,2406,  4.9366,210.9933,90.225
2044,2406,  4.9446,210.9923,90.225
2045,2405,  4.9519,210.9914,90.1875
2046,2405,  4.9598,210.9904,90.1875
2047,2405,  4.9677,210.9894,90.1875
2048,2404,  4.9750,210.9885,90.14999999999999
2049,2404,  4.9830,210.9876,90.14999999999999
2050,2404,  4.9909,210.9866,90.14999999999999
2051,2403,  4.9988,210.9856,90.1125
2052,2403,  5.0061,210.9847,90.1125
2053,2403,  5.0141,210.9837,90.1125
2054,2402,  5.0220,210.9827,90.075
2055,2402,  5.0293,210.9818,90.075
2056,2402,  5.0372,210.9808,90.075
2057,2401,  5.0452,210.9798,90.0375
2058,2401,  5.0531,210.9788,90.0375
2059,2400,  5.0604,210.9779,90.0
2060,2400,  5.0683,210.9769,90.0
2061,2400,  5.0762,210.9759,90.0
2062,2399,  5.0842,210.9750,89.96249999999999
2063,2399,  5.0915,210.9740,89.96249999999999
